Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
XRAY,Dentsply Sirona,Health Care,63.21,0.49,30.73,2.06,35.79,49.48,65.83,14.81,0.5812,5.33,1.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRAY
DVN,Devon Energy Corp.,Energy,35.98,0.67,,-32.82,12.23,18.07,61.79,18.85,2.80,1.55,2.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN
DO,Diamond Offshore Drilling,Energy,24.75,0.00,49.50,0.50,30.58,14.18,27.97,3.39,1.05,1.48,0.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DO
DLR,Digital Realty Trust,Financials,102.11,3.45,93.76,1.09,21.23,60.66,103.08,14.99,0.93741,7.96,4.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR
DFS,Discover Financial Services,Financials,52.80,2.12,10.16,5.20,25.97,42.86,59.88,21.77,0.00,2.99,2.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DFS
DISCA,Discovery Communications-A,Consumer Discretionary,25.59,,15.74,1.63,8.64,23.74,34.94,10.96,2.43,1.71,2.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA
DISCK,Discovery Communications-C,Consumer Discretionary,24.75,,15.22,1.63,8.64,23.33,32.78,10.60,2.43,1.65,2.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCK
DG,Dollar General,Consumer Discretionary,90.05,1.11,21.72,4.14,18.99,59.75,92.00,25.55,2.36,1.24,4.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG
DLTR,Dollar Tree,Consumer Discretionary,91.58,,47.72,1.92,19.82,60.31,92.17,21.58,2.01,1.18,4.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR
D,Dominion Resources,Utilities,74.12,3.78,23.37,3.17,21.58,64.54,76.59,45.67,5.28,4.07,3.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D
DOV,Dover Corp.,Industrials,70.27,2.39,14.57,4.82,23.84,50.91,72.91,10.90,1.26,1.58,2.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV
DOW,Dow Chemical,Materials,52.93,3.48,10.11,5.24,19.24,35.11,57.10,59.43,8.53,1.24,2.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOW
DPS,Dr Pepper Snapple Group,Consumer Staples,91.37,2.32,22.16,4.12,11.26,72.00,95.87,16.98,1.56,2.72,8.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPS
DTE,DTE Energy Co.,Utilities,94.38,3.09,24.23,3.89,49.53,73.39,95.03,16.94,2.00,1.70,1.90,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE
DD,Du Pont (E.I.),Materials,67.33,2.26,28.04,2.40,11.62,47.11,75.72,58.81,4.06,2.37,5.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD
DUK,Duke Energy,Utilities,82.98,3.98,21.67,3.83,57.90,65.50,83.00,57.17,9.13,2.51,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK
DNB,Dun & Bradstreet,Industrials,125.06,1.54,28.84,4.34,-30.89,85.99,129.09,4.53,0.4157,2.75,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DNB
ETFC,E*Trade,Financials,24.77,,19.14,1.29,20.52,19.61,31.48,6.92,0.00,3.65,1.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETFC
EMN,Eastman Chemical,Materials,71.39,2.58,11.50,6.21,28.44,56.03,83.90,10.55,2.26,1.12,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN
ETN,Eaton Corporation,Industrials,61.62,3.70,14.95,4.12,33.88,46.19,70.88,28.22,3.30,1.36,1.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN
EBAY,eBay Inc.,Information Technology,23.79,,18.17,1.31,5.53,21.52,29.83,27.33,2.98,3.16,4.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY
ECL,Ecolab Inc.,Materials,118.60,1.18,35.71,3.32,22.44,98.62,122.48,34.79,2.89,2.61,5.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL
EIX,Edison Int'l,Utilities,74.12,2.59,24.60,3.01,35.11,55.18,74.46,24.15,3.67,2.10,2.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX
EW,Edwards Lifesciences,Health Care,98.54,,41.95,2.35,10.85,62.53,112.00,20.87,0.7467,8.09,9.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW
EA,Electronic Arts,Information Technology,74.52,,21.29,3.50,11.30,53.01,78.09,22.48,1.08,5.15,6.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA
EMC,EMC Corp.,Information Technology,27.40,1.68,26.65,1.03,11.05,22.66,28.77,53.52,4.79,2.20,2.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMC
EMR,Emerson Electric Company,Industrials,52.44,3.62,17.95,2.92,11.96,41.25,58.80,33.74,4.00,1.60,4.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR
ENDP,Endo International,Health Care,16.44,,,-7.39,26.61,12.56,88.54,3.66,0.5755399999999999,1.07,0.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ENDP
ETR,Entergy Corp.,Utilities,78.65,4.32,,-1.38,52.38,61.27,80.06,14.06,3.41,1.25,1.50,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR
EOG,EOG Resources,Energy,80.89,0.83,,-8.84,22.55,57.15,89.52,44.51,2.80,5.65,3.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG
EQT,EQT Corporation,Energy,77.02,0.16,,-0.54,34.19,47.10,85.02,12.37,1.38,6.99,2.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT
EFX,Equifax Inc.,Financials,122.65,1.08,33.41,3.67,20.90,90.94,126.51,14.60,0.9224,5.31,5.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX
EQIX,Equinix,Information Technology,374.58,1.87,287.25,1.30,69.41,249.96,378.31,26.01,1.21,8.95,5.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX
EQR,Equity Residential,Financials,65.81,3.06,5.65,11.66,30.17,61.90,82.39,24.05,1.75,8.98,2.20,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR
ESS,Essex Property Trust Inc,Financials,218.04,2.94,57.96,3.76,93.88,191.25,244.71,14.27,0.8387100000000001,11.37,2.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS
EL,Estee Lauder Cos.,Consumer Staples,91.94,1.31,29.65,3.10,10.32,73.67,97.48,33.95,2.11,3.04,8.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL
ES,Eversource Energy,Utilities,56.89,3.13,20.84,2.73,32.91,44.64,59.09,18.05,2.44,2.40,1.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES
EXC,Exelon Corp.,Utilities,34.65,3.67,17.96,1.93,27.89,25.09,35.95,31.95,7.61,1.12,1.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC
EXPE,Expedia Inc.,Consumer Discretionary,104.14,0.92,24.24,4.30,30.92,88.40,140.51,15.53,0.80018,2.16,3.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE
EXPD,Expeditors Int'l,Industrials,48.29,1.66,20.26,2.38,9.80,40.41,51.80,8.79,0.75024,1.38,4.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD
ESRX,Express Scripts,Health Care,74.58,,19.63,3.80,23.46,65.55,94.61,47.17,6.79,0.47,3.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESRX
EXR,Extra Space Storage,Financials,87.12,3.58,49.16,1.77,17.13,64.78,94.81,10.91,0.47531,12.93,5.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR
XOM,Exxon Mobil Corp.,Energy,90.72,3.31,29.22,3.11,41.53,66.55,91.59,376.18,27.74,1.72,2.20,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM
FFIV,F5 Networks,Information Technology,118.56,,23.44,5.06,17.63,86.03,135.20,7.94,0.58614,4.07,6.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV
FB,Facebook,Information Technology,113.02,,69.13,1.63,16.54,72.00,121.08,323.27,9.43,16.55,6.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB
FAST,Fastenal Co,Industrials,44.47,2.70,25.03,1.78,6.31,34.45,49.99,12.85,0.91543,3.28,7.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST
FRT,Federal Realty Investment Trust,Financials,157.32,2.39,45.44,3.46,26.04,124.87,160.47,11.15,0.4845,14.84,6.10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT
FDX,FedEx Corporation,Industrials,162.25,0.71,46.08,3.52,53.38,119.71,177.65,43.55,7.35,0.88,3.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX
FIS,Fidelity National Information Services,Information Technology,72.79,1.43,37.85,1.92,28.90,55.11,75.80,23.76,1.75,3.33,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS
FITB,Fifth Third Bancorp,Financials,18.21,2.86,9.13,2.00,19.46,13.84,21.93,13.98,0.00,2.23,0.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB
FSLR,First Solar Inc,Information Technology,48.52,,6.38,7.60,56.14,40.25,74.29,4.96,1.00,1.25,0.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FSLR
FE,FirstEnergy Corp,Utilities,34.29,4.20,21.27,1.61,29.34,28.89,36.54,14.56,4.08,0.99,1.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE
FISV,Fiserv Inc,Information Technology,104.43,,29.70,3.52,12.04,77.96,107.59,23.22,1.64,4.45,8.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV
FLIR,FLIR Systems,Industrials,30.56,1.57,21.91,1.39,12.12,25.12,34.09,4.21,0.34943,2.70,2.58,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR
FLS,Flowserve Corporation,Industrials,50.00,1.52,23.81,2.10,13.29,33.86,54.64,6.52,0.72875,1.43,3.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS
FLR,Fluor Corp.,Industrials,50.90,1.65,19.72,2.58,22.18,39.48,56.35,7.09,1.08,0.39,2.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR
FMC,FMC Corporation,Materials,48.29,1.37,11.06,4.37,14.66,32.24,56.00,6.46,0.6501,1.92,3.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC
FTI,FMC Technologies Inc.,Energy,27.05,,23.42,1.15,11.51,22.30,42.79,6.12,0.8066,1.01,2.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTI
FL,Foot Locker Inc,Consumer Discretionary,53.65,2.05,13.66,3.93,19.67,52.70,77.25,7.26,1.10,0.96,2.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FL
F,Ford Motor,Consumer Discretionary,13.26,4.52,6.14,2.16,7.45,10.44,15.84,52.68,17.60,0.34,1.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F
BEN,Franklin Resources,Financials,33.35,2.16,12.08,2.76,20.08,31.00,51.94,19.51,2.76,2.67,1.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN
FCX,Freeport-McMoran Cp & Gld,Materials,11.14,0.00,,-12.30,2.95,3.52,21.17,13.95,3.10,0.89,3.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX
FTR,Frontier Communications,Telecommunications Services,5.11,8.22,,-0.45,4.48,3.81,5.85,5.99,2.25,1.06,1.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTR
GPS,Gap (The),Consumer Discretionary,20.13,4.57,10.10,1.99,6.34,17.00,39.59,8.01,2.06,0.49,3.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS
GRMN,Garmin Ltd.,Consumer Discretionary,42.08,4.85,16.81,2.50,18.17,30.93,47.27,7.96,0.62138,2.77,2.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN
GD,General Dynamics,Industrials,138.99,2.19,15.04,9.24,34.37,121.61,153.76,42.80,4.68,1.37,4.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD
GE,General Electric,Industrials,30.60,3.01,41.46,0.74,9.90,19.37,32.05,281.39,15.39,2.39,3.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE
GGP,General Growth Properties Inc.,Financials,28.21,2.69,29.11,0.97,9.08,24.22,30.30,24.90,1.78,9.68,3.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGP
GIS,General Mills,Consumer Staples,65.81,2.80,26.89,2.45,8.24,47.50,65.82,39.12,3.45,2.31,7.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS
GM,General Motors,Consumer Discretionary,29.23,5.20,4.41,6.63,27.29,24.62,36.88,45.01,15.49,0.29,1.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM
GPC,Genuine Parts,Consumer Discretionary,96.91,2.79,20.92,4.63,21.60,76.50,100.00,14.50,1.26,0.95,4.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC
GILD,Gilead Sciences,Health Care,82.65,2.27,7.06,11.71,9.94,81.28,123.37,110.08,22.90,3.39,8.40,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD
GPN,Global Payments Inc,Information Technology,73.99,0.05,32.34,2.29,6.50,50.69,78.92,9.56,0.62981,3.37,11.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN
GS,Goldman Sachs Group,Financials,145.64,1.79,16.47,8.84,173.00,139.05,218.77,63.67,0.00,2.17,0.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS
GT,Goodyear Tire & Rubber,Consumer Discretionary,27.35,1.00,27.94,0.98,15.43,25.50,35.30,7.27,2.36,0.45,1.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GT
GWW,Grainger (W.W.) Inc.,Industrials,221.53,2.20,19.31,11.47,36.97,176.85,246.00,13.58,1.51,1.35,5.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW
HAL,Halliburton Co.,Energy,44.11,1.63,,-2.86,15.17,27.64,46.69,37.90,3.45,1.79,2.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL
HBI,Hanesbrands Inc,Consumer Discretionary,26.23,1.68,22.91,1.14,2.52,23.25,34.78,9.90,0.99239,1.71,10.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI
HOG,Harley-Davidson,Consumer Discretionary,45.13,3.10,12.11,3.73,10.32,36.36,60.67,8.28,1.34,1.35,4.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOG
HAR,Harman Int'l Industries,Consumer Discretionary,75.18,1.86,15.05,5.00,34.93,66.20,128.60,5.30,0.8249,0.78,2.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAR
HRS,Harris Corporation,Information Technology,81.91,2.44,92.87,0.88,27.04,70.10,89.78,10.22,1.56,1.44,3.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRS
HIG,Hartford Financial Svc.Gp.,Financials,44.00,1.91,12.01,3.66,45.78,36.54,50.95,17.31,2.40,0.95,0.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG
HAS,Hasbro Inc.,Consumer Discretionary,85.42,2.39,22.86,3.74,12.87,60.38,88.53,10.65,0.8784299999999999,2.35,6.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS
HCA,HCA Holdings,Health Care,77.43,0.00,14.59,5.31,-19.19,43.91,95.49,30.28,7.92,0.75,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA
HCP,HCP Inc.,Financials,35.18,6.54,,-0.44,19.77,25.11,40.90,16.43,1.80,6.34,1.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCP
HP,Helmerich & Payne,Energy,66.22,4.74,70.82,0.94,44.26,40.02,73.22,7.15,0.82378,3.25,1.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HP
HSIC,Henry Schein,Health Care,172.90,,29.59,5.84,35.51,126.17,180.98,14.19,0.94387,1.32,4.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC
HES,Hess Corporation,Energy,56.96,1.76,,-11.07,68.70,32.41,70.46,17.08,1.76,2.80,0.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES
HPE,Hewlett Packard Enterprise,Information Technology,18.94,1.16,15.51,1.22,18.35,11.62,19.65,31.47,7.49,0.60,1.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE
HOLX,Hologic,Health Care,33.81,,47.69,0.71,7.31,31.84,43.00,9.43,1.00,3.40,4.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX
HD,Home Depot,Consumer Discretionary,127.14,2.17,22.33,5.69,5.09,92.17,137.82,158.16,14.09,1.75,25.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD
HON,Honeywell Int'l Inc.,Industrials,115.92,2.05,18.82,6.16,23.88,87.00,117.51,88.34,7.82,2.27,4.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON
HRL,Hormel Foods Corp.,Consumer Staples,34.88,1.66,24.06,1.45,8.12,27.94,45.72,18.48,1.33,2.02,4.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL
HST,Host Hotels & Resorts,Financials,16.44,4.87,19.34,0.85,9.41,12.17,21.40,12.29,1.41,2.20,1.70,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST
HPQ,HP Inc.,Information Technology,13.12,3.78,6.89,1.90,-2.80,8.91,14.82,22.44,10.09,0.22,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ
HUM,Humana Inc.,Health Care,187.15,0.62,26.09,7.17,70.62,155.24,207.57,27.89,2.37,0.51,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM
HBAN,Huntington Bancshares,Financials,9.30,3.01,11.34,0.82,8.01,7.83,11.90,7.41,0.00,2.52,1.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN
ITW,Illinois Tool Works,Industrials,106.24,2.07,20.38,5.21,14.52,78.79,109.54,38.18,3.37,2.84,7.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW
ILMN,Illumina Inc,Health Care,137.05,,49.28,2.78,13.53,127.10,242.37,20.17,0.70953,8.91,10.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN
IR,Ingersoll-Rand PLC,Industrials,65.14,1.96,22.67,2.87,22.51,47.08,69.45,16.77,1.86,1.25,2.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR
INTC,Intel Corp.,Information Technology,31.76,3.27,13.57,2.34,12.97,24.87,35.59,149.97,23.06,2.66,2.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC
ICE,Intercontinental Exchange,Financials,253.66,1.34,21.72,11.68,126.45,220.28,271.95,29.18,2.31,8.10,2.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE
IBM,International Bus. Machines,Information Technology,151.99,3.68,11.52,13.19,15.55,116.90,173.78,145.90,19.00,1.79,9.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM
IP,International Paper,Materials,41.96,4.19,18.30,2.29,10.30,32.50,50.44,17.25,3.55,0.78,4.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP
IPG,Interpublic Group,Consumer Discretionary,23.55,2.55,21.31,1.11,4.82,18.16,24.32,9.48,1.04,1.24,4.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG
IFF,Intl Flavors & Fragrances,Materials,125.50,1.78,24.82,5.06,20.44,97.24,131.30,10.00,0.70159,3.31,6.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF
INTU,Intuit Inc.,Information Technology,105.36,1.14,27.52,3.83,4.87,79.63,108.95,26.96,1.41,5.88,21.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU
ISRG,Intuitive Surgical Inc.,Health Care,641.74,,38.91,16.49,124.68,447.00,654.88,24.42,0.8855,10.06,5.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG
IVZ,Invesco Ltd.,Financials,27.73,4.04,13.57,2.04,18.94,24.90,39.48,11.57,1.43,2.31,1.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ
IRM,Iron Mountain Incorporated,Industrials,38.25,5.07,55.68,0.69,2.34,23.64,38.64,8.11,0.9045,2.70,16.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM
JBHT,J. B. Hunt Transport Services,Industrials,79.82,1.10,21.21,3.76,11.42,63.58,89.43,8.99,1.07,1.42,6.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT
JEC,Jacobs Engineering Group,Industrials,51.24,,27.08,1.89,35.83,34.76,52.99,6.25,0.68514,0.53,1.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JEC
JNJ,Johnson & Johnson,Health Care,115.48,2.77,21.05,5.49,26.40,81.79,117.74,317.64,22.24,4.57,4.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ
JCI,Johnson Controls,Consumer Discretionary,44.23,2.62,64.38,0.69,15.40,33.62,52.18,28.68,3.27,0.79,2.87,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI
JPM,JPMorgan Chase & Co.,Financials,62.28,3.08,10.55,5.90,61.29,50.07,70.61,227.71,0.00,2.58,1.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM
JNPR,Juniper Networks,Information Technology,23.19,1.72,14.11,1.64,12.01,21.49,32.39,8.90,1.09,1.80,1.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR
KSU,Kansas City Southern,Industrials,88.01,1.50,19.63,4.48,36.45,62.20,101.24,9.50,1.10,3.97,2.40,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSU
K,Kellogg Co.,Consumer Staples,76.77,2.61,48.93,1.57,5.80,61.99,78.26,26.87,2.05,2.02,13.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K
KEY,KeyCorp,Financials,11.62,2.93,11.54,1.01,12.79,9.88,15.70,9.79,0.00,2.41,0.90,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY
KMB,Kimberly-Clark,Consumer Staples,132.40,2.78,44.25,2.99,0.30,103.04,138.76,47.68,3.94,2.61,439.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB
KIM,Kimco Realty,Financials,29.33,3.48,18.32,1.60,12.39,22.07,29.97,12.31,0.72633,10.45,2.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM
KMI,Kinder Morgan,Energy,18.04,2.77,693.85,0.03,15.78,11.20,40.28,40.26,6.75,2.81,1.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI
KLAC,KLA-Tencor Corp.,Information Technology,73.03,2.85,20.01,3.65,3.06,44.95,73.65,11.37,0.92899,4.02,23.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC
KSS,Kohl's Corp.,Consumer Discretionary,36.35,5.50,12.28,2.96,28.63,33.87,65.20,6.68,2.38,0.34,1.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSS
KHC,Kraft Heinz Co,Consumer Staples,84.82,2.71,158.84,0.53,47.75,61.42,86.66,103.14,6.35,4.62,1.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC
KR,Kroger Co.,Consumer Staples,35.18,1.19,17.08,2.06,6.85,27.32,42.75,33.10,5.76,0.30,5.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR
LB,L Brands Inc.,Consumer Discretionary,68.28,3.51,17.48,3.91,-3.77,60.00,101.11,19.63,2.65,1.59,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LB
LLL,L-3 Communications Holdings,Industrials,143.70,1.95,,-1.48,56.61,101.11,148.01,11.06,1.16,1.08,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLL
LH,Laboratory Corp. of America Holding,Health Care,125.70,0.00,21.80,5.76,50.60,97.79,131.99,12.87,1.74,1.44,2.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH
LRCX,Lam Research,Information Technology,82.89,1.45,18.44,4.49,35.73,61.20,84.34,13.23,1.36,2.27,2.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LRCX
LM,Legg Mason,Financials,30.94,2.84,,-0.25,39.38,24.93,54.11,3.26,0.49247,1.22,0.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LM
LEG,Leggett & Platt,Industrials,50.07,2.72,20.75,2.41,8.03,36.64,51.28,6.73,0.5966,1.73,6.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEG
LEN,Lennar Corp.,Consumer Discretionary,46.20,0.35,12.87,3.59,27.11,37.14,56.04,9.92,1.20,1.00,1.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEN
LUK,Leucadia National Corp.,Financials,17.03,1.47,,-0.87,27.85,14.27,25.39,6.17,0.49486,0.58,0.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LUK
LVLT,Level 3 Communications,Telecommunications Services,51.22,,5.38,9.52,28.97,40.86,56.11,18.33,2.62,2.23,1.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LVLT
LLY,Lilly (Eli) & Co.,Health Care,73.86,2.76,34.04,2.17,14.16,67.88,92.85,78.28,5.10,3.90,5.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LLY
