Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
UAL,United Continental Holdings,Industrials,42.62,0.00,2.21,19.33,23.11,41.46,62.21,14.36,7.30,0.38,1.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL
UNH,United Health Group Inc.,Health Care,137.69,1.82,22.14,6.22,36.87,95.00,140.89,130.92,12.73,0.79,3.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNH
UPS,United Parcel Service,Industrials,105.02,2.97,19.08,5.50,2.78,87.30,107.32,92.70,9.96,1.56,37.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS
URI,"United Rentals, Inc.",Industrials,67.62,,11.35,5.96,16.79,41.90,93.35,5.98,1.78,1.02,3.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URI
UTX,United Technologies,Industrials,101.20,2.61,11.87,8.53,33.88,83.39,116.15,84.69,10.11,1.51,2.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UTX
UHS,"Universal Health Services, Inc.",Health Care,131.25,0.30,18.87,6.96,44.20,100.82,148.57,12.74,1.69,1.38,2.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS
UNM,Unum Group,Financials,33.73,2.19,9.53,3.54,37.52,23.99,38.15,8.02,1.49,0.74,0.90,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UNM
URBN,Urban Outfitters,Consumer Discretionary,25.98,,14.40,1.80,10.02,19.26,36.99,3.04,0.49862,0.86,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=URBN
VFC,V.F. Corp.,Consumer Discretionary,63.49,2.33,22.75,2.79,11.74,52.21,77.40,26.48,2.02,2.10,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VFC
VLO,Valero Energy,Energy,51.71,4.64,7.18,7.20,43.97,50.03,73.88,24.29,7.58,0.30,1.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO
VAR,Varian Medical Systems,Health Care,81.02,0.00,20.03,4.04,17.68,71.07,90.78,7.71,0.60497,2.50,4.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VAR
VTR,Ventas Inc,Financials,69.81,4.18,52.85,1.32,28.49,46.87,69.90,23.60,1.72,7.09,2.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VTR
VRSN,Verisign Inc.,Information Technology,84.35,0.00,28.31,2.98,-10.18,61.31,93.94,9.15,0.68909,8.53,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSN
VRSK,Verisk Analytics,Industrials,77.80,,26.57,2.93,7.68,64.79,82.00,13.08,0.9924299999999999,6.06,10.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK
VZ,Verizon Communications,Telecommunications Services,53.78,4.20,12.20,4.41,4.57,38.06,54.49,219.22,49.09,1.65,11.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ
VRTX,Vertex Pharmaceuticals Inc,Health Care,86.73,,,-1.65,3.87,75.90,143.45,21.45,-0.16976,17.31,23.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRTX
VIAB,Viacom Inc.,Consumer Discretionary,44.42,3.60,7.97,5.57,9.82,30.11,68.47,17.59,3.79,1.37,4.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VIAB
V,Visa Inc.,Information Technology,76.99,0.73,26.84,2.87,12.22,60.00,81.73,183.64,9.63,13.09,6.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V
VNO,Vornado Realty Trust,Financials,97.94,2.57,38.62,2.54,27.80,78.91,103.41,18.49,1.22,7.42,3.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VNO
VMC,Vulcan Materials,Materials,113.99,0.70,55.42,2.06,33.15,78.83,120.40,15.18,0.89797,4.29,3.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VMC
WMT,Wal-Mart Stores,Consumer Staples,70.95,2.82,15.68,4.52,24.06,56.30,74.14,221.13,33.22,0.46,2.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMT
WBA,Walgreens Boots Alliance,Consumer Staples,82.65,1.74,26.97,3.07,27.33,71.50,97.30,89.28,7.99,0.77,3.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA
WM,Waste Management Inc.,Industrials,62.65,2.62,24.90,2.52,11.90,45.86,63.49,27.83,3.46,2.15,5.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM
WAT,Waters Corporation,Health Care,134.02,0.00,23.70,5.66,25.97,112.00,140.70,10.85,0.66179,5.33,5.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT
WFC,Wells Fargo,Financials,46.60,3.26,11.45,4.07,34.62,44.50,58.77,236.59,0.00,2.83,1.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFC
HCN,Welltower Inc.,Financials,74.25,4.63,33.78,2.20,37.88,52.80,74.96,26.51,2.01,6.73,1.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCN
WDC,Western Digital,Information Technology,46.59,4.29,13.16,3.54,41.24,34.99,92.49,10.86,2.22,0.85,1.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WDC
WU,Western Union Co,Information Technology,19.02,3.36,11.88,1.60,2.52,16.02,21.59,9.34,1.38,1.69,7.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU
WRK,Westrock Co,Materials,39.73,3.78,,-0.55,43.77,29.73,66.40,9.93,2.26,0.71,0.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WRK
WY,Weyerhaeuser Corp.,Financials,28.69,4.32,35.42,0.81,13.53,22.06,32.79,21.43,1.51,2.99,2.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WY
WHR,Whirlpool Corp.,Consumer Discretionary,175.64,2.28,18.73,9.38,62.60,123.60,193.59,13.34,2.09,0.64,2.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR
WFM,Whole Foods Market,Consumer Staples,30.57,1.77,20.85,1.47,10.11,28.07,41.97,9.81,1.39,0.63,3.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WFM
WMB,Williams Cos.,Energy,22.53,11.36,,-0.94,7.59,10.22,61.38,16.91,3.24,2.27,2.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WMB
WLTW,Willis Towers Watson,Financials,125.33,1.53,26.76,4.68,80.57,104.11,129.70,17.35,1.16,3.49,1.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW
WEC,Wisconsin Energy Corporation,Utilities,63.30,3.13,23.70,2.67,27.94,44.93,63.41,19.98,2.14,2.96,2.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC
WYN,Wyndham Worldwide,Consumer Discretionary,70.12,2.85,14.01,5.00,7.48,60.59,87.33,7.85,1.25,1.38,9.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYN
WYNN,Wynn Resorts Ltd,Consumer Discretionary,103.19,1.94,33.35,3.09,-0.83,49.95,112.00,10.46,0.9572,2.58,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WYNN
XEL,Xcel Energy Inc,Utilities,42.85,3.17,20.31,2.11,21.01,31.76,42.98,21.77,3.43,2.01,2.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEL
XRX,Xerox Corp.,Information Technology,9.77,3.17,39.24,0.25,9.01,8.48,11.46,9.90,1.73,0.55,1.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XRX
XLNX,Xilinx Inc,Information Technology,46.40,2.84,22.63,2.05,10.21,38.73,50.72,11.77,0.7383200000000001,5.37,4.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XLNX
XL,XL Capital,Financials,32.29,2.48,8.13,3.97,40.83,25.56,40.48,9.19,1.59,0.87,0.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XL
XYL,Xylem Inc.,Industrials,45.53,1.36,24.06,1.89,12.07,29.90,46.59,8.15,0.598,2.22,3.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL
YHOO,Yahoo Inc.,Information Technology,36.94,,,-4.76,30.03,26.15,41.39,35.06,0.24544,7.35,1.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YHOO
YUM,Yum! Brands Inc,Consumer Discretionary,83.55,2.20,27.57,3.03,0.38,64.58,93.28,34.04,2.97,2.58,216.50,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=YUM
ZBH,Zimmer Biomet Holdings,Health Care,116.48,0.82,286.90,0.41,48.52,88.27,123.43,23.21,2.63,3.44,2.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZBH
ZION,Zions Bancorp,Financials,26.63,0.90,22.01,1.21,33.23,19.65,33.03,5.45,0.00,2.65,0.80,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZION
ZTS,Zoetis,Health Care,46.44,0.82,61.27,0.76,2.35,37.73,55.38,23.04,1.53,4.86,20.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ZTS
